page_url,page_title,date,pageviews,unique_pageviews
/blog/meet-the-team-aileen-mcdonald/,Meet the Team - Aileen McDonald - CodeClan,2020-03-15,3,2
/blog/meet-the-team-aileen-mcdonald/,Meet the Team - Aileen McDonald - CodeClan,2020-03-16,6,6
/blog/meet-the-team-aileen-mcdonald/,Meet the Team - Aileen McDonald - CodeClan,2020-03-17,3,3
/blog/meet-the-team-aileen-mcdonald/,Meet the Team - Aileen McDonald - CodeClan,2020-03-18,2,2
/blog/meet-the-team-aileen-mcdonald/,Meet the Team - Aileen McDonald - CodeClan,2020-03-21,2,1
/blog/meet-the-team-aileen-mcdonald/,Meet the Team - Aileen McDonald - CodeClan,2020-03-24,1,1
/blog/meet-the-team-aileen-mcdonald/,Meet the Team - Aileen McDonald - CodeClan,2020-03-25,2,2
/blog/meet-the-team-aileen-mcdonald/,Meet the Team - Aileen McDonald - CodeClan,2020-03-26,3,3
/blog/meet-the-team-aileen-mcdonald/,Meet the Team - Aileen McDonald - CodeClan,2020-03-27,2,2
/blog/meet-the-team-aileen-mcdonald/,Meet the Team - Aileen McDonald - CodeClan,2020-03-29,1,1
/blog/meet-the-team-aileen-mcdonald/,Meet the Team - Aileen McDonald - CodeClan,2020-03-30,2,2
/blog/meet-the-team-aileen-mcdonald/,Meet the Team - Aileen McDonald - CodeClan,2020-03-31,2,2
/blog/meet-the-team-aileen-mcdonald/,Meet the Team - Aileen McDonald - CodeClan,2020-04-01,2,2
/blog/meet-the-team-aileen-mcdonald/,Meet the Team - Aileen McDonald - CodeClan,2020-04-02,3,3
/blog/meet-the-team-aileen-mcdonald/,Meet the Team - Aileen McDonald - CodeClan,2020-04-04,1,1
/blog/meet-the-team-aileen-mcdonald/,Meet the Team - Aileen McDonald - CodeClan,2020-04-05,1,1
/blog/meet-the-team-aileen-mcdonald/,Meet the Team - Aileen McDonald - CodeClan,2020-04-07,2,2
/blog/meet-the-team-aileen-mcdonald/,Meet the Team - Aileen McDonald - CodeClan,2020-04-08,1,1
/blog/meet-the-team-aileen-mcdonald/,Meet the Team - Aileen McDonald - CodeClan,2020-04-10,1,1
/blog/meet-the-team-aileen-mcdonald/,Meet the Team - Aileen McDonald - CodeClan,2020-04-11,1,1
/blog/meet-the-team-aileen-mcdonald/,Meet the Team - Aileen McDonald - CodeClan,2020-04-12,1,1
/blog/meet-the-team-aileen-mcdonald/,Meet the Team - Aileen McDonald - CodeClan,2020-04-13,1,1
/blog/meet-the-team-aileen-mcdonald/,Meet the Team - Aileen McDonald - CodeClan,2020-04-14,1,1
/blog/meet-the-team-katie-jeffree/,Meet the Team - Katie Jeffree - CodeClan,2020-03-30,3,3
/blog/meet-the-team-katie-jeffree/,Meet the Team - Katie Jeffree - CodeClan,2020-03-31,80,73
/blog/meet-the-team-katie-jeffree/,Meet the Team - Katie Jeffree - CodeClan,2020-04-01,11,11
/blog/meet-the-team-katie-jeffree/,Meet the Team - Katie Jeffree - CodeClan,2020-04-02,7,7
/blog/meet-the-team-katie-jeffree/,Meet the Team - Katie Jeffree - CodeClan,2020-04-03,18,17
/blog/meet-the-team-katie-jeffree/,Meet the Team - Katie Jeffree - CodeClan,2020-04-04,1,1
/blog/meet-the-team-katie-jeffree/,Meet the Team - Katie Jeffree - CodeClan,2020-04-05,1,1
/blog/meet-the-team-katie-jeffree/,Meet the Team - Katie Jeffree - CodeClan,2020-04-06,1,1
/blog/meet-the-team-katie-jeffree/,Meet the Team - Katie Jeffree - CodeClan,2020-04-07,8,8
/blog/meet-the-team-katie-jeffree/,Meet the Team - Katie Jeffree - CodeClan,2020-04-08,5,5
/blog/meet-the-team-katie-jeffree/,Meet the Team - Katie Jeffree - CodeClan,2020-04-09,4,4
/blog/meet-the-team-katie-jeffree/,Meet the Team - Katie Jeffree - CodeClan,2020-04-10,3,2
/blog/meet-the-team-katie-jeffree/,Meet the Team - Katie Jeffree - CodeClan,2020-04-11,3,3
/blog/meet-the-team-katie-jeffree/,Meet the Team - Katie Jeffree - CodeClan,2020-04-12,1,1
/blog/meet-the-team-katie-jeffree/,Meet the Team - Katie Jeffree - CodeClan,2020-04-13,2,2
/blog/meet-the-team-katie-jeffree/,Meet the Team - Katie Jeffree - CodeClan,2020-04-14,1,1
/blog/meet-the-team-katie-jeffree/,Meet the Team - Katie Jeffree - CodeClan,2020-03-31,9,8
/blog/meet-the-team-katie-jeffree/,Meet the Team - Katie Jeffree - CodeClan,2020-04-01,2,2
/blog/meet-the-team-katie-jeffree/,Meet the Team - Katie Jeffree - CodeClan,2020-04-03,2,2
/blog/meet-the-team-katie-jeffree/,Meet the Team - Katie Jeffree - CodeClan,2020-03-31,1,1
/blog/meet-the-team-katie-jeffree/,Meet the Team - Katie Jeffree - CodeClan,2020-04-01,1,1
/blog/meet-the-team-katie-jeffree/,Meet the Team - Katie Jeffree - CodeClan,2020-03-31,1,1
/blog/meet-the-team-katie-jeffree/,Meet the Team - Katie Jeffree - CodeClan,2020-03-31,1,1
/blog/meet-the-team-katie-jeffree/,Meet the Team - Katie Jeffree - CodeClan,2020-04-12,1,1
/blog/meet-the-team-katie-jeffree/,Meet the Team - Katie Jeffree - CodeClan,2020-03-31,1,1
/blog/meet-the-team-katie-jeffree/,Meet the Team - Katie Jeffree - CodeClan,2020-03-31,1,1
/blog/meet-the-team-katie-jeffree/,Meet the Team - Katie Jeffree - CodeClan,2020-03-31,1,1
/blog/meet-the-team-katie-jeffree/,Meet the Team - Katie Jeffree - CodeClan,2020-03-31,1,1
/blog/meet-the-team-katie-jeffree/,Meet the Team - Katie Jeffree - CodeClan,2020-03-31,1,1
/blog/meet-the-team-katie-jeffree/,Meet the Team - Katie Jeffree - CodeClan,2020-03-31,1,1
/blog/meet-the-team-katie-jeffree/,Meet the Team - Katie Jeffree - CodeClan,2020-03-31,1,1
/blog/meet-the-team-katie-jeffree/,Meet the Team - Katie Jeffree - CodeClan,2020-04-01,1,1
/blog/meet-the-team-katie-jeffree/,Meet the Team - Katie Jeffree - CodeClan,2020-03-31,1,1
/blog/meet-the-team-katie-jeffree/,Meet the Team - Katie Jeffree - CodeClan,2020-03-31,1,1
/blog/meet-the-team-katie-jeffree/,Meet the Team - Katie Jeffree - CodeClan,2020-03-31,1,1
/blog/meet-the-team-niall-morris/,Meet the Team - Niall Morris - CodeClan,2020-03-15,1,1
/blog/meet-the-team-niall-morris/,Meet the Team - Niall Morris - CodeClan,2020-03-16,1,1
/blog/meet-the-team-niall-morris/,Meet the Team - Niall Morris - CodeClan,2020-03-17,3,2
/blog/meet-the-team-niall-morris/,Meet the Team - Niall Morris - CodeClan,2020-03-18,1,1
/blog/meet-the-team-niall-morris/,Meet the Team - Niall Morris - CodeClan,2020-03-22,1,1
/blog/meet-the-team-niall-morris/,Meet the Team - Niall Morris - CodeClan,2020-03-26,2,1
/blog/meet-the-team-niall-morris/,Meet the Team - Niall Morris - CodeClan,2020-03-27,1,1
/blog/meet-the-team-niall-morris/,Meet the Team - Niall Morris - CodeClan,2020-03-30,1,1
/blog/meet-the-team-niall-morris/,Meet the Team - Niall Morris - CodeClan,2020-03-31,6,5
/blog/meet-the-team-niall-morris/,Meet the Team - Niall Morris - CodeClan,2020-04-02,2,2
/blog/meet-the-team-niall-morris/,Meet the Team - Niall Morris - CodeClan,2020-04-03,3,3
/blog/meet-the-team-niall-morris/,Meet the Team - Niall Morris - CodeClan,2020-04-05,1,1
/blog/meet-the-team-niall-morris/,Meet the Team - Niall Morris - CodeClan,2020-04-08,3,3
/blog/meet-the-team-niall-morris/,Meet the Team - Niall Morris - CodeClan,2020-04-09,1,1
/blog/meet-the-team-niall-morris/,Meet the Team - Niall Morris - CodeClan,2020-04-10,2,2
/blog/meet-the-team-niall-morris/,Meet the Team - Niall Morris - CodeClan,2020-04-13,3,3
/blog/meet-the-team-niall-morris/,Meet the Team - Niall Morris - CodeClan,2020-04-14,1,1
/blog/melindas-memo-august-2019/,Melinda's Memo August 2019: CodeClan's CEO Looks Back at July's work,2020-03-31,2,1
/blog/melindas-memo-august-2019/,Melinda's Memo August 2019: CodeClan's CEO Looks Back at July's work,2020-04-03,1,1
/blog/melindas-memo-july-2019/,Melinda's Memo July 2019 - SDI & Women of Silicon Roundabout,2020-03-27,1,1
/blog/melindas-memo-july-2019/,Melinda's Memo July 2019 - SDI & Women of Silicon Roundabout,2020-04-13,1,1
/blog/melindas-memo-june-2019/,"Melinda's Memo, June 2019 - CodeClan",2020-04-13,1,1
/blog/most-asked-questions/,We answer your 10 most-asked questions about CodeClan,2020-03-15,3,2
/blog/most-asked-questions/,We answer your 10 most-asked questions about CodeClan,2020-03-16,1,1
/blog/most-asked-questions/,We answer your 10 most-asked questions about CodeClan,2020-03-18,1,1
/blog/most-asked-questions/,We answer your 10 most-asked questions about CodeClan,2020-03-22,1,1
/blog/most-asked-questions/,We answer your 10 most-asked questions about CodeClan,2020-03-24,1,1
/blog/most-asked-questions/,We answer your 10 most-asked questions about CodeClan,2020-03-25,1,1
/blog/most-asked-questions/,We answer your 10 most-asked questions about CodeClan,2020-03-28,1,1
/blog/most-asked-questions/,We answer your 10 most-asked questions about CodeClan,2020-03-30,2,2
/blog/most-asked-questions/,We answer your 10 most-asked questions about CodeClan,2020-04-02,2,2
/blog/most-asked-questions/,We answer your 10 most-asked questions about CodeClan,2020-04-03,1,1
/blog/most-asked-questions/,We answer your 10 most-asked questions about CodeClan,2020-04-04,1,1
/blog/most-asked-questions/,We answer your 10 most-asked questions about CodeClan,2020-04-06,2,2
/blog/most-asked-questions/,We answer your 10 most-asked questions about CodeClan,2020-04-13,1,1
/blog/most-asked-questions/,We answer your 10 most-asked questions about CodeClan,2020-04-14,1,1
/blog/move-to-digital-first/,Making the move to digital first: Registers of Scotland - Blog - CodeClan,2020-03-20,1,1
/blog/move-to-digital-first/,Making the move to digital first: Registers of Scotland - Blog - CodeClan,2020-03-25,2,2
/blog/move-to-digital-first/,Making the move to digital first: Registers of Scotland - Blog - CodeClan,2020-03-26,2,2
/blog/move-to-digital-first/,Making the move to digital first: Registers of Scotland - Blog - CodeClan,2020-04-02,1,1
/blog/move-to-digital-first/,Making the move to digital first: Registers of Scotland - Blog - CodeClan,2020-04-10,1,1
/blog/move-to-digital-first/,Making the move to digital first: Registers of Scotland - Blog - CodeClan,2020-04-13,1,1
/blog/new-career-in-tech-autumn/,5 steps to starting a new career in tech by the Autumn 2019 - Blog,2020-04-02,1,1
/blog/new-career-in-tech-autumn/,5 steps to starting a new career in tech by the Autumn 2019 - Blog,2020-04-09,1,1
/blog/new-funding-opens-up-careers-in-coding/,New Funding Opens Up Careers In Coding - CodeClan,2020-04-06,1,1
/blog/new-funding-opens-up-careers-in-coding/,New Funding Opens Up Careers In Coding - CodeClan,2020-04-13,1,1
/blog/new-job-in-digital-codeclan/,How we work with students to secure a job in digital - Blog - CodeClan,2020-03-24,2,2
/blog/new-job-in-digital-codeclan/,How we work with students to secure a job in digital - Blog - CodeClan,2020-03-25,1,1
/blog/new-job-in-digital-codeclan/,How we work with students to secure a job in digital - Blog - CodeClan,2020-04-11,1,1
/blog/newsdirect-client-xperience-interview/,Newsdirect Client Xperience - An Interview With MD Kirsty Peebles,2020-03-17,1,1
/blog/newsdirect-client-xperience-interview/,Newsdirect Client Xperience - An Interview With MD Kirsty Peebles,2020-03-20,1,1
/blog/newsdirect-client-xperience-interview/,Newsdirect Client Xperience - An Interview With MD Kirsty Peebles,2020-03-26,1,1
/blog/newsdirect-client-xperience-interview/,Newsdirect Client Xperience - An Interview With MD Kirsty Peebles,2020-04-08,1,1
/blog/no-tech-background-no-problem-8-career-changers-from-different-backgrounds/,CodeClan Career Changers Reveal All: No Tech Background No Problem!,2020-03-15,1,1
/blog/no-tech-background-no-problem-8-career-changers-from-different-backgrounds/,CodeClan Career Changers Reveal All: No Tech Background No Problem!,2020-03-25,1,1
/blog/no-tech-background-no-problem-8-career-changers-from-different-backgrounds/,CodeClan Career Changers Reveal All: No Tech Background No Problem!,2020-03-26,1,1
/blog/no-tech-background-no-problem-8-career-changers-from-different-backgrounds/,CodeClan Career Changers Reveal All: No Tech Background No Problem!,2020-03-31,1,1
/blog/no-tech-background-no-problem-8-career-changers-from-different-backgrounds/,CodeClan Career Changers Reveal All: No Tech Background No Problem!,2020-04-01,1,1
/blog/no-tech-background-no-problem-8-career-changers-from-different-backgrounds/,CodeClan Career Changers Reveal All: No Tech Background No Problem!,2020-04-02,1,1
/blog/no-tech-background-no-problem-8-career-changers-from-different-backgrounds/,CodeClan Career Changers Reveal All: No Tech Background No Problem!,2020-04-06,2,2
/blog/no-tech-background-no-problem-8-career-changers-from-different-backgrounds/,CodeClan Career Changers Reveal All: No Tech Background No Problem!,2020-04-07,1,1
/blog/our-guide-to-funding-our-full-time-courses/,Our guide to funding our full-time courses. - CodeClan,2020-03-16,2,2
/blog/our-guide-to-funding-our-full-time-courses/,Our guide to funding our full-time courses. - CodeClan,2020-03-17,1,1
/blog/our-guide-to-funding-our-full-time-courses/,Our guide to funding our full-time courses. - CodeClan,2020-03-27,1,1
/blog/our-guide-to-funding-our-full-time-courses/,Our guide to funding our full-time courses. - CodeClan,2020-04-01,1,1
/blog/our-guide-to-funding-our-full-time-courses/,Our guide to funding our full-time courses. - CodeClan,2020-04-02,1,1
/blog/our-guide-to-funding-our-full-time-courses/,Our guide to funding our full-time courses. - CodeClan,2020-04-07,1,1
/blog/our-guide-to-funding-our-full-time-courses/,Our guide to funding our full-time courses. - CodeClan,2020-04-08,1,1
/blog/our-guide-to-funding-our-full-time-courses/,Our guide to funding our full-time courses. - CodeClan,2020-04-10,2,2
/blog/our-guide-to-funding-our-full-time-courses/,Our guide to funding our full-time courses. - CodeClan,2020-04-12,1,1
/blog/our-guide-to-funding-our-full-time-courses/,Our guide to funding our full-time courses. - CodeClan,2020-04-13,2,2
/blog/overcoming-your-interview-fears/,Overcoming Your Interview Fears To Find The Job of Your Dreams,2020-03-17,4,4
/blog/overcoming-your-interview-fears/,Overcoming Your Interview Fears To Find The Job of Your Dreams,2020-03-19,1,1
/blog/overcoming-your-interview-fears/,Overcoming Your Interview Fears To Find The Job of Your Dreams,2020-03-23,1,1
/blog/overcoming-your-interview-fears/,Overcoming Your Interview Fears To Find The Job of Your Dreams,2020-04-01,1,1
/blog/overcoming-your-interview-fears/,Overcoming Your Interview Fears To Find The Job of Your Dreams,2020-04-08,1,1
/blog/page/10/,Blog - Careers in tech & hiring digital teams - CodeClan Edinburgh & Glasgow,2020-03-30,3,1
/blog/page/10/,Blog - Careers in tech & hiring digital teams - CodeClan Edinburgh & Glasgow,2020-04-03,1,1
/blog/page/10/,Blog - Careers in tech & hiring digital teams - CodeClan Edinburgh & Glasgow,2020-04-05,1,1
/blog/page/11/,Blog - Careers in tech & hiring digital teams - CodeClan Edinburgh & Glasgow,2020-03-30,2,1
/blog/page/11/,Blog - Careers in tech & hiring digital teams - CodeClan Edinburgh & Glasgow,2020-04-03,1,1
/blog/page/11/,Blog - Careers in tech & hiring digital teams - CodeClan Edinburgh & Glasgow,2020-04-05,1,1
/blog/page/12/,Blog - Careers in tech & hiring digital teams - CodeClan Edinburgh & Glasgow,2020-03-30,1,1
/blog/page/12/,Blog - Careers in tech & hiring digital teams - CodeClan Edinburgh & Glasgow,2020-04-03,1,1
/blog/page/12/,Blog - Careers in tech & hiring digital teams - CodeClan Edinburgh & Glasgow,2020-04-05,1,1
/blog/page/13/,Blog - Careers in tech & hiring digital teams - CodeClan Edinburgh & Glasgow,2020-03-30,1,1
/blog/page/13/,Blog - Careers in tech & hiring digital teams - CodeClan Edinburgh & Glasgow,2020-04-03,1,1
/blog/page/13/,Blog - Careers in tech & hiring digital teams - CodeClan Edinburgh & Glasgow,2020-04-05,1,1
